profile_key,model_family,make,model_variants,aircraft_category,typical_engine_type,typical_engine_count,total_incidents,first_incident_year,last_incident_year,years_in_record,incidents_per_year,destroyed_count,substantial_count,minor_damage_count,pct_destroyed,pct_substantial,pct_minor,total_fatal_incidents,total_fatal_injuries,total_serious_injuries,total_minor_injuries,pct_fatal_incidents,avg_fatals_per_fatal_incident,imc_incidents,vmc_incidents,pct_imc,top_soe_group,top_finding,top_phase,kw_engine_failure_pct,kw_fuel_exhaustion_pct,kw_loss_of_control_pct,kw_weather_factor_pct,kw_mechanical_pct,kw_pilot_error_pct,kw_runway_excursion_pct,kw_fire_pct,kw_structural_pct,kw_bird_strike_pct,avg_severity_score_all_time,avg_severity_score_recent3yr,severity_trend,trend_delta,risk_score,risk_tier,risk_rationale,sample_probable_cause,sample_finding,gold_generated_at,incident_mkeys
162,DEHAVILLAND BEAVER,DEHAVILLAND,BEAVER DHC-2 MK.1,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to attain a proper touchdown point during landing which resulted in a hard landing.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",2026-04-03 04:05:44.842659+00:00,200536|200489
84,PIPER PA-30,PIPER,PA-30,AIR,REC,2.0,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,1,2,0,0,33.3,2.00,0,3,0.0,Loss of Control (Inflight),,Unknown,0.0,0.0,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,16.33,16.33,Stable,0.00,20.04,Moderate,Incidents: 3 | Fatals: 2 | Destroyed: 0 | Avg severity: 16.33 | Top cause: Loss of Control (Inflight) | Trend: Stable,The pilot’s improper throttle input and failure to maintain aircraft control during landing.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Powerplant parameters - Incorrect use/operation, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",2026-04-03 04:05:44.842659+00:00,202178|201801|200937
85,BOEING 737-7H4,BOEING,737-7H4,AIR,TF,2.0,3,2025,2025,1,3.00,0,0,0,0.0,0.0,0.0,0,0,3,0,0.0,0.00,1,0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,19.85,Moderate,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Unknown | Trend: Stable,"The airplane’s encounter with convective turbulence during climb while diverting to an alternate airport, resulting in a serious injury to a passenger who disregarded the flight crew’s illuminated seat belt sign and the cabin crew’s instruction to remain seated.",Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,2026-04-03 04:05:44.842659+00:00,201001|200337|200055
86,BEECH 35-C33,BEECH,35-C33,AIR,REC,1.0,2,2025,2025,1,2.00,1,1,0,50.0,50.0,0.0,0,0,0,4,0.0,0.00,0,2,0.0,Loss of Control (Ground),Personnel issues Aircraft control - Pilot,Takeoff,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,14.50,14.50,Stable,0.00,19.08,Moderate,Incidents: 2 | Fatals: 0 | Destroyed: 1 | Avg severity: 14.50 | Top cause: Loss of Control (Ground) | Trend: Stable,"The pilot’s failure to maintain directional control during takeoff roll, which resulted in a runway excursion and collision with haybales.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,200953|200728
87,CESSNA P210,CESSNA,P210,AIR,REC,1.0,4,2025,2025,1,4.00,0,4,0,0.0,100.0,0.0,1,1,0,0,25.0,1.00,0,2,0.0,System/Component Failure (Powerplant),,Enroute,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,13.25,13.25,Stable,0.00,18.89,Moderate,Incidents: 4 | Fatals: 1 | Destroyed: 0 | Avg severity: 13.25 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,The pilot’s failure to extend the landing gear before landing. Contributing to the accident was the fight instructor’s inadequate supervision of the pilot.,"Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Aircraft - Aircraft systems - Landing gear system - Landing gear selector - Not used/operated, Personnel issues - Action/decision - Action - Lack of action - Instructor/check pilot",2026-04-03 04:05:44.842659+00:00,201787|201760|200779|201702
88,PIPER PA28,PIPER,PA28,AIR,REC,1.0,9,2025,2026,2,4.50,1,6,0,11.1,66.7,0.0,1,1,1,0,11.1,1.00,1,5,16.7,Other,Environmental issues Animal(s)/bird(s) - Ability to respond/compensate,Takeoff,0.0,0.0,11.1,0.0,11.1,22.2,0.0,0.0,0.0,0.0,9.22,9.22,Stable,0.00,18.89,Moderate,Incidents: 9 | Fatals: 1 | Destroyed: 1 | Avg severity: 9.22 | Top cause: Other | Trend: Stable,"The flight instructor’s failure to maintain terrain clearance during an attempted go-around, which resulted in a collision with a fence post.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Instructor/check pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot",2026-04-03 04:05:44.842659+00:00,202701|202138|202016|201852|200596|200345|200358|200053|199973
89,CESSNA 140,CESSNA,140,AIR,REC,1.0,6,2025,2025,1,6.00,0,5,0,0.0,83.3,0.0,1,1,2,1,16.7,1.00,0,6,0.0,Abnormal Runway Contact,Aircraft Directional control - Not attained/maintained,Landing,0.0,0.0,0.0,0.0,33.3,50.0,16.7,0.0,16.7,0.0,11.67,11.67,Stable,0.00,18.26,Moderate,Incidents: 6 | Fatals: 1 | Destroyed: 0 | Avg severity: 11.67 | Top cause: Abnormal Runway Contact | Trend: Stable,"The pilot’s inadvertent application of brakes during the landing roll, which resulted in a noseover.","Aircraft - Aircraft systems - Landing gear system - Brake - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,202223|201967|201907|201911|200803|200804
90,CESSNA 172,CESSNA,172,AIR,REC,1.0,40,2025,2026,2,20.00,4,33,1,10.0,82.5,2.5,3,3,3,12,7.5,1.00,0,23,0.0,Abnormal Runway Contact,Aircraft Landing flare - Not attained/maintained,Landing,0.0,0.0,2.5,0.0,10.0,25.0,5.0,0.0,7.5,0.0,11.25,11.25,Stable,0.00,17.81,Moderate,Incidents: 40 | Fatals: 3 | Destroyed: 4 | Avg severity: 11.25 | Top cause: Abnormal Runway Contact | Trend: Stable,"Maintenance personnel’s failure to detect and address water contamination of the airplane’s fuel system, which resulted in a total loss of engine power during initial climb.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition, Aircraft - Fluids/misc hardware - Fluids - Fuel - Inadequate inspection, Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel",2026-04-03 04:05:44.842659+00:00,202734|202642|202268|202210|202155|202148|202385|202129|202103|202058|202022|201969|201968|201961|202184|201893|201849|201843|201814|201785|201863|201778|201771|201736|201827|201746|201000|200904|201721|200894|200835|200852|200825|201860|200801|200586|200447|200416|200364|200353
91,GRUMMAN AMERICAN AVN. CORP. AA-5B,GRUMMAN AMERICAN AVN. CORP.,AA-5B,AIR,REC,1.0,2,2025,2025,1,2.00,1,1,0,50.0,50.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,10.50,10.50,Stable,0.00,17.68,Moderate,Incidents: 2 | Fatals: 0 | Destroyed: 1 | Avg severity: 10.50 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain control of the airplane during the takeoff. Contributing was the flight instructor’s lack of remedial action.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Action - Lack of action - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,201956|200058
92,EMBRAER-EMPRESA BRASILEIRA DE ERJ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,AIR,TF,2.0,2,2025,2025,1,2.00,0,1,0,0.0,50.0,0.0,0,0,1,0,0.0,0.00,1,0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00,10.00,Stable,0.00,17.50,Moderate,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.00 | Top cause: Unknown | Trend: Stable,The airplane’s encounter with unanticipated moderate turbulence.,"Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on operation, Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Awareness of condition",2026-04-03 04:05:44.842659+00:00,200620|200742
93,CESSNA 182L,CESSNA,182L,AIR,REC,1.0,2,2025,2025,1,2.00,1,0,0,50.0,0.0,0.0,0,0,0,1,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,9.50,9.50,Stable,0.00,17.33,Moderate,Incidents: 2 | Fatals: 0 | Destroyed: 1 | Avg severity: 9.50 | Top cause: Unknown | Trend: Stable,"The pilot’s inability to stop the airplane on the runway during a rejected takeoff for undetermined reasons, which resulted in the airplane’s impact with a ditch.","Aircraft - Aircraft systems - Navigation system - Pitot/static system - Unknown/Not determined, Aircraft - Aircraft systems - Landing gear system - Landing gear brakes system - Unknown/Not determined, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Contributed to outcome",2026-04-03 04:05:44.842659+00:00,200647|200018
94,PIPER PA-28-140,PIPER,PA-28-140,AIR,REC,1.0,10,2025,2026,2,5.00,0,8,0,0.0,80.0,0.0,1,1,8,5,10.0,1.00,0,10,0.0,System/Component Failure (Powerplant),Environmental issues Animal(s)/bird(s) - Ability to respond/compensate,Approach,0.0,0.0,10.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,13.30,13.30,Stable,0.00,17.16,Moderate,Incidents: 10 | Fatals: 1 | Destroyed: 0 | Avg severity: 13.30 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,The pilot’s failure to maintain directional control during the landing roll.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,202682|202671|202622|202601|201925|201783|200914|200864|200617|200077
95,CESSNA 182P,CESSNA,182P,AIR,REC,1.0,4,2025,2025,1,4.00,1,3,0,25.0,75.0,0.0,0,0,1,0,0.0,0.00,0,3,0.0,,,,0.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,11.75,11.75,Stable,0.00,17.11,Moderate,Incidents: 4 | Fatals: 0 | Destroyed: 1 | Avg severity: 11.75 | Top cause: Unknown | Trend: Stable,"The pilot’s decision to adjust his seat during the takeoff roll, which resulted in the seat sliding aft and a subsequent loss of directional control.","Personnel issues - Action/decision - Action - Incorrect action selection - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,201957|200664|200329|200285
96,CESSNA 172M,CESSNA,172M,AIR,REC,1.0,6,2025,2026,2,3.00,0,6,0,0.0,100.0,0.0,1,2,1,5,16.7,2.00,1,4,20.0,Midair,Aircraft Landing flare - Not attained/maintained,Approach,0.0,16.7,0.0,0.0,33.3,16.7,0.0,0.0,33.3,0.0,14.00,14.00,Stable,0.00,17.08,Moderate,Incidents: 6 | Fatals: 2 | Destroyed: 0 | Avg severity: 14.00 | Top cause: Midair | Trend: Stable,"The pilot’s mismanagement of available fuel, which resulted in a loss of engine power due to fuel starvation.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",2026-04-03 04:05:44.842659+00:00,202629|202156|202124|201989|200917|201731
97,CIRRUS DESIGN CORP SR22,CIRRUS DESIGN CORP,SR22,AIR,REC,1.0,16,2025,2025,1,16.00,2,14,0,12.5,87.5,0.0,0,0,2,3,0.0,0.00,0,11,0.0,System/Component Failure (Powerplant),Aircraft Landing distance - Capability exceeded,Enroute,0.0,6.3,0.0,0.0,18.8,37.5,18.8,0.0,12.5,0.0,10.38,10.38,Stable,0.00,16.13,Moderate,Incidents: 16 | Fatals: 0 | Destroyed: 2 | Avg severity: 10.38 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,The pilot’s failure to maintain airplane control during a go-around.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,202191|202131|202020|202003|201955|201776|201775|200900|200853|200813|200736|200417|200527|200401|200317|200083
98,PIPER PA-32-260,PIPER,PA-32-260,AIR,REC,1.0,3,2025,2026,2,1.50,0,2,0,0.0,66.7,0.0,1,1,1,2,33.3,1.00,0,3,0.0,Other,,Takeoff,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,13.00,13.00,Stable,0.00,15.88,Moderate,Incidents: 3 | Fatals: 1 | Destroyed: 0 | Avg severity: 13.00 | Top cause: Other | Trend: Stable,"The pilot's improper fuel management, which resulted in a total loss of engine power due to fuel starvation.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management",2026-04-03 04:05:44.842659+00:00,202712|202208|200016
99,PIPER PA-28-181,PIPER,PA-28-181,AIR,REC,1.0,8,2025,2026,2,4.00,0,6,1,0.0,75.0,12.5,1,1,1,1,12.5,1.00,0,6,0.0,System/Component Failure (Powerplant),Personnel issues Monitoring environment - Pilot,Enroute,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,10.00,10.00,Stable,0.00,14.63,Moderate,Incidents: 8 | Fatals: 1 | Destroyed: 0 | Avg severity: 10.00 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,The pilot’s inadequate monitoring of the airplane during taxi which resulted in collision with a sign.,Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot,2026-04-03 04:05:44.842659+00:00,202635|202620|202649|202152|200869|200749|200669|200723
100,PIPER PA-28R-200,PIPER,PA-28R-200,AIR,REC,1.0,5,2025,2026,2,2.50,0,5,0,0.0,100.0,0.0,1,1,1,1,20.0,1.00,0,5,0.0,CFIT,,Enroute,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,13.20,13.20,Stable,0.00,14.62,Moderate,Incidents: 5 | Fatals: 1 | Destroyed: 0 | Avg severity: 13.20 | Top cause: CFIT | Trend: Stable,"A failure of the brake system during landing due to a hydraulic fluid leak, which resulted in a runway excursion.","Aircraft - Aircraft systems - Landing gear system - Brake - Failure, Aircraft - Fluids/misc hardware - Fluids - Hydraulic fluid - Fluid level",2026-04-03 04:05:44.842659+00:00,202608|201936|201763|200907|200334
101,CESSNA 170,CESSNA,170,AIR,REC,1.0,5,2025,2026,2,2.50,0,4,0,0.0,80.0,0.0,1,1,0,2,20.0,1.00,0,3,0.0,Loss of Control (Ground),Environmental issues Tailwind - Effect on operation,Landing,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,20.0,0.0,11.40,11.40,Stable,0.00,13.99,Moderate,Incidents: 5 | Fatals: 1 | Destroyed: 0 | Avg severity: 11.40 | Top cause: Loss of Control (Ground) | Trend: Stable,"The pilot’s failure to maintain control of the airplane during takeoff, which resulted in an inadvertent descent, contact with the water, and a subsequent nose over.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,202666|202227|201020|200854|200274
102,ROBINSON HELICOPTER COMPANY R44,ROBINSON HELICOPTER COMPANY,R44 II,HELI,REC,1.0,10,2025,2026,2,5.00,0,9,0,0.0,90.0,0.0,0,0,4,4,0.0,0.00,0,9,0.0,Loss of Control (Inflight),Personnel issues Identification/recognition - Pilot,Landing,0.0,10.0,0.0,0.0,20.0,60.0,0.0,0.0,30.0,0.0,11.30,11.30,Stable,0.00,13.96,Moderate,Incidents: 10 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.30 | Top cause: Loss of Control (Inflight) | Trend: Stable,The pilot’s failure to maintain clearance from power lines during low-level agricultural spray operations.,"Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Response/compensation",2026-04-03 04:05:44.842659+00:00,202700|200928|200960|200870|200815|200712|200538|200475|200463|200390
103,CESSNA 150F,CESSNA,150F,AIR,REC,1.0,5,2025,2025,1,5.00,0,5,0,0.0,100.0,0.0,0,0,0,3,0.0,0.00,0,4,0.0,Fuel,,Enroute,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.60,10.60,Stable,0.00,13.71,Moderate,Incidents: 5 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.60 | Top cause: Fuel | Trend: Stable,The flight instructor’s failure to maintain control of the airplane during the go-around which led to the airplane exceeding its critical angle-of-attack and entering an aerodynamic stall at a low altitude. Contributing to the accident was the flight instructor’s delayed remedial action and her failure to ensure that the student had relinquished control of the airplane during the go-around.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Instructor/check pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot",2026-04-03 04:05:44.842659+00:00,202192|201794|201035|200428|199978
104,CESSNA A185F,CESSNA,A185F,AIR,REC,1.0,5,2025,2026,2,2.50,0,4,0,0.0,80.0,0.0,1,1,0,0,20.0,1.00,0,5,0.0,Loss of Control (Ground),Aircraft Directional control - Not attained/maintained,Landing,0.0,0.0,0.0,0.0,40.0,40.0,20.0,0.0,20.0,0.0,10.60,10.60,Stable,0.00,13.71,Moderate,Incidents: 5 | Fatals: 1 | Destroyed: 0 | Avg severity: 10.60 | Top cause: Loss of Control (Ground) | Trend: Stable,The pilot’s selection of an unsuitable landing area resulting in an on-ground collision with an obscured log and a main landing gear separation.,"Environmental issues - Physical environment - Object/animal/substance - Hidden/submerged object - Contributed to outcome, Personnel issues - Action/decision - Action - Incorrect action selection - Pilot, Aircraft - Aircraft structures - Fuselage - Gear attach fittings (on fus) - Capability exceeded",2026-04-03 04:05:44.842659+00:00,202711|200873|200839|200872|200576
105,CESSNA 150,CESSNA,150,AIR,REC,1.0,10,2025,2025,1,10.00,0,10,0,0.0,100.0,0.0,0,0,2,3,0.0,0.00,0,8,0.0,Ground Collision,,Taxi,0.0,10.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,10.60,10.60,Stable,0.00,13.71,Moderate,Incidents: 10 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.60 | Top cause: Ground Collision | Trend: Stable,The pilot’s exceedance of the airplanes’ critical angle of attack resulting in a stall at an altitude too low to recover.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,202260|201986|200991|200785|200714|200523|200445|200050|200009|200027
106,EMBRAER EMB-145XR,EMBRAER,EMB-145XR,AIR,,,2,2025,2026,2,1.00,0,0,1,0.0,0.0,50.0,0,0,0,0,0.0,0.00,1,0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.50,4.50,Stable,0.00,13.58,Moderate,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 4.50 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202713|201709
107,PIPER PA46,PIPER,PA46,AIR,TP,1.0,5,2025,2025,1,5.00,0,5,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,3,0.0,,,,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,13.15,Moderate,Incidents: 5 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,Failure of the engine mount which resulted in a collapse of the nose landing gear.,Aircraft - Aircraft systems - Landing gear system - Nose/tail gear attach section - Failure,2026-04-03 04:05:44.842659+00:00,202024|201722|201940|200558|200555
108,CESSNA 170B,CESSNA,170B,AIR,REC,1.0,6,2025,2025,1,6.00,0,6,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,6,0.0,Loss of Control (Inflight),Environmental issues Crosswind - Response/compensation,Landing,0.0,0.0,0.0,0.0,33.3,66.7,16.7,0.0,16.7,0.0,9.00,9.00,Stable,0.00,13.15,Moderate,Incidents: 6 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Loss of Control (Inflight) | Trend: Stable,The failure of the left main landing gear spring due to a fatigue fracture during landing on uneven terrain.,"Aircraft - Aircraft systems - Landing gear system - Main landing gear - Failure, Aircraft - Aircraft systems - Landing gear system - Main landing gear - Fatigue/wear/corrosion, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",2026-04-03 04:05:44.842659+00:00,200865|200879|200759|200502|200423|200350
109,PIPER PA-18-150,PIPER,PA-18-150,AIR,REC,1.0,12,2025,2026,2,6.00,0,11,0,0.0,91.7,0.0,0,0,0,0,0.0,0.00,0,9,0.0,Loss of Control (Ground),Personnel issues Aircraft control - Pilot,Takeoff,0.0,0.0,8.3,0.0,8.3,16.7,8.3,0.0,0.0,0.0,8.25,8.25,Stable,0.00,12.89,Moderate,Incidents: 12 | Fatals: 0 | Destroyed: 0 | Avg severity: 8.25 | Top cause: Loss of Control (Ground) | Trend: Stable,The student pilot’s failure to maintain directional control during landing. Contributing to the accident was the flight instructor’s delayed remedial action.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",2026-04-03 04:05:44.842659+00:00,202610|201824|201034|201876|201874|200832|200810|200515|200537|200473|200508|200006
110,DE HAVILLAND DHC-6-300,DE HAVILLAND,DHC-6-300,AIR,,,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,6,0.0,0.00,1,1,50.0,Loss of Control (Ground),,Landing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,12.85,Moderate,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Loss of Control (Ground) | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,200764|200760
111,CESSNA TR182,CESSNA,TR182,AIR,REC,1.0,4,2025,2025,1,4.00,0,4,0,0.0,100.0,0.0,0,0,1,1,0.0,0.00,0,4,0.0,Abnormal Runway Contact,,Landing,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,12.00,12.00,Stable,0.00,12.20,Moderate,Incidents: 4 | Fatals: 0 | Destroyed: 0 | Avg severity: 12.00 | Top cause: Abnormal Runway Contact | Trend: Stable,The pilot’s failure to properly configure the airplane for landing.,"Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",2026-04-03 04:05:44.842659+00:00,200890|200774|200587|200331
112,PIPER PA-34-200,PIPER,PA-34-200,AIR,REC,2.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,1,1,50.0,,,,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,12.15,Moderate,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,"Separation of the lower nose landing gear down lock link bolt, which resulted in a collapse of the nose landing gear during landing.",Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Failure,2026-04-03 04:05:44.842659+00:00,201745|199977
113,CESSNA 180J,CESSNA,180J,AIR,REC,1.0,4,2025,2025,1,4.00,0,4,0,0.0,100.0,0.0,0,0,3,1,0.0,0.00,0,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,11.85,Low,Incidents: 4 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Unknown | Trend: Stable,The pilot’s loss of airplane control following an encounter with a microburst during takeoff.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Capability exceeded, Environmental issues - Conditions/weather/phenomena - Wind - Microburst - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",2026-04-03 04:05:44.842659+00:00,200703|200464|200312|200017
114,BELL 407,BELL,407,HELI,TS,1.0,4,2025,2025,1,4.00,0,4,0,0.0,100.0,0.0,0,0,0,2,0.0,0.00,0,3,0.0,Other,Not determined (general) - Unknown/Not determined,Unknown,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,11.85,Low,Incidents: 4 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Other | Trend: Stable,"The pilot’s improper decision to depart with inadequate clearance from a hangar door, resulting in the helicopter’s collision with the door.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Environmental issues - Physical environment - Object/animal/substance - Airport structure - Effect on equipment",2026-04-03 04:05:44.842659+00:00,202177|201008|200343|200327
